,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id,Aircraft Manufacturer,Route_Departure,Route_Destination,Review_score_nltk,Review_score_flair,Review_score
107101,Swoop,Economy Class,2019-12-31,2019-02-18,1,1,1,Canada,1.0,no,"Hamilton to Tampa. Horrible experience with Swoop. We fly at least 4 times per year and would never consider this airline for family travel ever again. They have one check in agent for 2 or 3 flights and they just delay your flight without warning indefinitely after scrambling to get you through. I would believe the online reviews of this airline. I am usually pessimistic but it is just as fast driving to your destination, with less stress. Horrible airline I hope Transportation Canada eventually shuts down.",3,1,swoop,Horrible experience with Swoop,Family Leisure,Trip Verified,2,1,9df2582b-a08c-4075-aef7-05ab3312d447,Boeing,Hamilton,Tampa,0,0,0
107107,Swoop,Economy Class,2019-12-31,2019-02-17,0,4,4,Canada,5.0,yes,"On February 2 I flew out to B.C. on a flight with Swoop to visit my daughter. Had a great flight out to B.C. However, my return to Hamilton on February 6, 2019, was a different story. Ontario was dealing with an ice storm. At 6:30 am I received an email from Swoop that I could cancel my flight, due to the inclement weather. I would receive a complete refund, provided that I sent an email to Swoop. Unfortunately, I decided to be pro active, and cancelled my flight home to Ontario, even though they did not mention that the flight was cancelled or delayed. Thirty minutes later, I realized that the flight back to Ontario was still on schedule. I decided to rebook on the same plane to Hamilton. I was shocked to see that the price had doubled to $449.00 for a one- way ticket (WO106). However, I booked a new seat on the same plane. I rushed to the Abbotsford Airport, and tried to explain to the Swoop attendant that I wanted to cancel the new booking, and keep my original booking for the same flight. The attendant was on the phone for quite awhile, explaining the situation, and she confirmed that I was back on my original plan and that the airline was refunding the $512.00 onto my credit card for the one- way ticket home. I was given a boarding pass, and everything was good. Once through security it was announced at the airport that the plane was delayed 5 hours. Because we were landing in Ontario after 10 pm, I decided to book a night at the Super 8 at $145.77. Finally, we were called to board the plane around 3:00 pm. (original flight time was 10:20 am). Just before take off, an attendant called out my name, and ordered me OFF the plane! I was travelling alone, confused and devastated! The attendant went to the computer and noticed that I was cancelled off of both bookings.The attendant admitted to Swoop’s mistake  and the best they could offer was a booking on the next plane with $100.00 off the new price of $449.00. Unfortunately, the next plane back to Hamilton was on Thursday, February 7 at 10:00 pm, landing on Friday, February 8 at 5:30 AM! I was scheduled to work on Friday! I then decided to find a flight on WestJet that would get me home on Thursday, February 7. The entire trip home cost me an extra $663.02 because of Westjet's one way flight cost ($598.30), another night at a hotel ($136.82), no refund on the cancelled Super 8 Hotel ($145.77), and cab fares,etc. The emotional distress to me because of Swoop's error was huge. Travelling alone, without my luggage, far away from home, was the worst day I had experienced in a very long time. I know the risk in travelling during the winter months, but the communication within Swoop about delays, was unacceptable. They knew that the flight to Ontario was delayed, yet waited until I was sitting in the airport, already checked in, to announce it? I would have never cancelled my original flight, if I knew that it might not be cancelled? Even though I enjoyed the lower cost of flight and the convenience of a direct flight to B.C., I was devastated by the experience getting home. I have learned not to cancel a flight, even when given the choice. If Swoop had just refunded me for one return flight and not both flights, I would have been happy with their airline!",4,4,swoop,communication about delays was unacceptable,Solo Leisure,Trip Verified,3,0,2ea33a36-bd18-4102-96d3-4ac043c15b99,Airbus,Abbotsford,Hamilton,0,0,0
107108,Swoop,Economy Class,2019-12-31,2019-02-17,0,0,1,Canada,1.0,no,"Don’t book this airline and save yourself a disappointing experience and money. Drove to airport to find out the flight was canceled because the pilot is sick (maybe a standard excuse, but where is the backup or do they only have one pilot), email arrived after we were at the airport so we could have saved that trip too. The ladies at the counters seemed to be very experienced in telling people that flights are cancelled and they could offer a different flight (two days later) or we could get a full refund. We asked for the refund and left the airport, had to cancel our hotel in Toronto (not fully refunded of course) just to get an confirmation email that we are now booked on the flight two days later. I wonder if they do this intentionally, spend over 90 minutes to get hold of an agent to get our refund. Now we have to wait to see if we actually get our money back. I think Westjet needs to take their concept back to the drawing board, until then, I cancelled my Westjet credit card and will hold off using them and for sure never book Swoop again. Air Canada, here I come.",2,2,swoop,"Air Canada, here I come",Couple Leisure,Trip Verified,1,0,456ae335-dd8c-4443-89a6-800ccccf3023,Embraer,Abbotsford,Hamilton,1,0,0
107109,Swoop,Economy Class,2019-12-31,2019-02-17,0,0,1,Canada,2.0,no,"Hamilton to Vancouver. Not at all impressed with Swoop. We arrived an hour before the flight and found out when we got here that the flight was cancelled due to a shortage of staff. We waited for 2 hours in line hoping to get a refund but then gave up and decided to call them from home instead. The mass of people in line to get refunds was confusing for people trying to get into other flights, who ended up waiting in our refund line unnecessarily for 1.5 hours before realizing they were in the wrong line.",1,1,swoop,Not at all impressed,Couple Leisure,Trip Verified,2,0,cab5387d-7a02-42fa-a791-1c0a30efa7b9,Airbus,Hamilton,Vancouver,0,0,0
107110,Swoop,Economy Class,2019-12-31,2019-02-16,1,1,1,Canada,2.0,no,"Edmonton to Las Vegas. Not going to fly with swoop ever again. Delayed flights and lack of communication. Plane is not comfortable at all, seat barely reclines, no leg room. How hard is it to give out water for free?? 3$ for a water is a joke. Flight attendants seemed like it was their first day on the job",1,2,swoop,Plane is not comfortable,Couple Leisure,Not Verified,2,1,a0206e5e-05a2-4629-8f98-2d82c9d5e371,Airbus,Edmonton,Las Vegas,0,0,0
107115,Swoop,Economy Class,2019-12-31,2019-02-16,1,1,1,Canada,1.0,no,"Abbotsford to Hamilton. Swoop has been my worst travel experience by far. They are consistently poor across the board. Flights delayed. I am currently sitting on the tarmac waiting for 15 minutes already at my final destination, we are an hour late and now the captain has informed us that it will be another 25 minutes before we are able to start de-boarding. Further, the planes do not even attempt the appearance of cleanliness. There was food all over the seats and floor when I first boarded. Charging panels did not work the entire 5 hour flight and of course on this flights your personal devises are you only entertainment. WIFI did not work even with their app. You have to pay for water, and forget about canceling even we’ll in advance. I paid $250 (for a deal advertised at $99 by the way) and when I had to cancel it for unforeseen circumstances there was a $100 cancellation fee, plus they will not return the money you paid for your seat selection($36) OR carry-on bags ($40). When asked why they said that it was due to the fact that they had “prepared the baggage staff to load my bag”.  So in the end I was “refunded” $54 to a swoop account that I must use in 90 Day! I give Swoop 1 out of 10 only because the staff although fairly unhelpful were friendly enough and it won’t let me rate 0/10. This airline seems like a cheap good option. It is not! Do whatever makes you happy.",1,2,swoop,my worst travel experience,Solo Leisure,Trip Verified,1,1,881147ac-bd99-4459-b111-5348d6a1219a,Boeing,Abbotsford,Hamilton,1,0,0
107116,Swoop,Economy Class,2019-12-31,2019-02-16,0,0,1,Canada,1.0,no,"Edmonton to Hamilton. Simply horrible. I went to check-in online about 50 minutes before my flight, and got the message back that ""Your flight has been cancelled please call customer service or visit a desk agent"". Thinking that meant that my flight was cancelled, I sat at a cafe in the airport and called customer service because I figured the airline desk line would be long. After half an hour of waiting I decided to try my luck at the line and found out that my flight was not cancelled, but that's just what it says when you try and check in online past the time that online check-in is allowed. So I missed my flight, and according to customer service that's my fault. Now sitting at 1h30 on the phone with ""customer service"". Just fly with Flair, they were way better.",0,0,swoop,I missed my flight,Solo Leisure,Not Verified,1,0,e52aaa1e-51b7-4e8a-b5ee-b75407acdd52,Boeing,Edmonton,Hamilton,0,0,0
107117,Swoop,Economy Class,2019-12-31,2019-02-14,2,1,1,Canada,1.0,no,"Swoop and WestJet, it's not me it's you and we have to break-up. Terrible experience flying in and out of Edmonton with delayed flights. Delayed 18 hours on Monday, flew home at 3am on Tuesday and to them, this was completely acceptable. Spoke to a customer service agent today regarding compensation and like usual was told it was due to weather and therefore they are not obligated to do anything for me. Can they prove it was weather, nope of course not and they are not held accountable to do so. Over $100 in compensation that I asked for due to extra car rental and meals you have lost a customer for life. You were the only airline I have used for the last 12 years but the bitter taste of low cost and poor service will remain long past the extra money I will spend elsewhere.",2,2,swoop,Delayed 18 hours,Couple Leisure,Trip Verified,1,0,26c1e74d-5b90-4572-9905-f96669fd5c9c,Boeing,Edmonton,Winnipeg,0,0,0
107118,Swoop,Economy Class,2019-12-31,2019-02-14,1,1,1,Canada,1.0,no,"Hamilton to Halifax. Flown with swoop for 4 flights. First 2 ok, however 3 out of my four flights have been delayed over an hour. First delay - Tampa to Hamilton - no flight crew! They were coming off of another flight -sure, fine, but tell us so we can at least go get something to eat! Especially since the menu is super limited on the plane. Last 2 flights not impressed! Had to pay for carry on following rules - however it appears they don't apply to all. First flight Hamilton to Halifax delayed by over 3 hours! Unimpressed. Not offered so much as a meal voucher - also travelling with my 9 month old by myself! Attempted to contact customer service to no avail. Flight returning Halifax to Hamilton, stuck in airport waiting, over 2 hours delayed and ended up having to get a hotel in Hamilton for the night as it was unsafe to drive after being up since 6am and landing at 3am. Once again, contacted customer service with zero response. Sure the cost of the ticket was fine, but it cost almost as much just to have a carry on each way plus $170 extra for a room so I wouldn't crash my car/kill myself and others plus meals due to flight delay. Unimpressed, completely.",1,1,swoop,"Unimpressed, completely",Family Leisure,Trip Verified,1,1,f70ebbbe-28d4-435f-9120-f1c55ff8ba70,Airbus,Hamilton,Halifax,0,0,0
107122,Swoop,Economy Class,2019-12-31,2019-02-13,0,4,5,Canada,10.0,yes,"Hamilton to Abbotsford. Great flight, terrible weather, we were shocked plane was able to fly out. A short 40min delay then he took off, no issues at all. Great take off and landing, flight was very smooth. Service great, this is my 4th flight on swoop all have been great. Only issue was a weather delay flight from Abby to Hamilton, the plane didn’t arrive because of weather. We weren’t notified until we arrived at airport. The delay was 5hrs so we should have been notified the plane hadn’t left Hamilton so we didn’t drive all the way, only to return 5hrs later. Otherwise great experience with Swoop.",3,5,swoop,great experience with Swoop,Family Leisure,Trip Verified,5,0,c0ce3946-2177-43bd-a2f1-e8052cd5b327,Boeing,Hamilton,Abbotsford,1,1,1
107123,Swoop,Economy Class,2019-12-31,2019-02-12,0,0,1,Canada,1.0,no,"Winnipeg to Edmonton, WO505 on 11th February. I am beyond disappointed in the service we received with Swoop. We have been delayed 4 times. 1 departing and an extreme amount getting home. This has been an extreme inconvenience. I will miss a family funeral and my husband is missing appointments that cannot be rebooked for a long time, not to mention we are flying with an 8 month old. This has caused more then enough anxiety the entire day awaiting the next delay.",0,0,swoop,I am beyond disappointed,Family Leisure,Trip Verified,1,0,29b40159-46d0-4e70-9b35-145e5be3731e,Boeing,Winnipeg,Edmonton ,0,0,0
107124,Swoop,Economy Class,2019-12-31,2019-02-11,0,0,1,Canada,1.0,no,"We saw how cheap the flights were and decided to give Swoop a try. The flights may be cheap, but they charge an arm and a leg for every other little thing. On the day of our flight home from Vegas we didn't receive a check in email which was weird, so we called the airline, where they inform you that they're going to charge you $15 to speak with someone. We were on hold for an hour and twenty minutes, and were then told that ""someone"" had cancelled our flights home. After a few more back and forth phone calls we managed to get on the flight home. We then tried to check our bag in online because it's cheaper to do so, but it wouldn't allow us to. So when we got to the airport we paid $50 for one bag. Our flight was also delayed from 5:55pm to 10:05pm. The flight attendants were rude and unprofessional. Westjet should be embarrassed by Swoop, as Westjet is probably the best we've ever flown with.",3,1,swoop,they charge an arm and a leg,Couple Leisure,Not Verified,1,0,01801678-a74c-4d76-b6b9-884ab9062c28,Embraer,Abbotsford,Las Vegas,0,0,0
107125,Swoop,Economy Class,2019-12-31,2019-02-11,0,3,3,Canada,2.0,no,Puerto Vallarta to Vancouver. Swoop cancels my flight due to weather related reasons at Abbotsford airport in February 9. They are now trying fly us out on February 11. This will not provide compensation. So passengers are stuck with paying for additional accommodations and losing out on a day of work. This totally negates going with a “discount” airline. Going from Abbotsford to PV was good. Crew was polite and professional.,3,3,swoop,will not provide compensation,Solo Leisure,Trip Verified,1,0,214444c8-949f-498e-9e69-ec981e54245e,Boeing,Puerto Vallarta,Vancouver,0,0,0
107130,Swoop,Economy Class,2019-12-31,2019-02-10,0,0,0,Canada,2.0,no,"Abbotsford to Puerto Vallarta. I just had my first and last Swoop experience. We were booked to go to Puerto vallarta this morning and they postponed the flight three times then finally cancelled the flight at 5pm due to very high winds that we were ok with and completely understand this was beyond their control. The check in staff had indicated the flight would likely leave the next morning and that we would get an email update. We went back to the customer check in and they apparently cant make changes and they told us to call customer service that works business hours and was not available. Thier customer service only works business hours Monday to Friday and a part day Saturday. I finally got the update via email and we now have a red eye that leaves at midnight Monday, 12 hours later than expected. I tried their customer service thinking I might find a way to get through to someone with no success. I tried to make changes online and they are experiencing technical difficulties. I have no way to revise our trip. I have never seen such poor customer service with an airline and I have traveled a lot for business over the years. Westjet should be ashamed on how poorly swoop their discount airline is handling customer service. I have yet to step onto a Swoop plane and they are well below my expectations.",0,0,swoop,well below my expectations,Couple Leisure,Trip Verified,1,0,b94ebb1a-803d-4816-8fad-bdaabc9308b2,Airbus,Abbotsford,Puerto Vallarta,0,0,0
107131,Swoop,Economy Class,2019-12-31,2019-02-10,0,0,1,Canada,1.0,no,"Zero customer service! Flight Hamilton-Abbotsford cancelled this morning ""because of weather issues"". Sounds weird because flight from Toronto Pearson to Vancouver was flying, I'm pretty sure that they were under capacity, it was much profitable for them to cancel this flight and put us into another one. I came from 8 hours bus from Montreal and did not have a car I was almost stuck in the airport for the complete day. When I tried to get more info, the customer service agent laughed in my face and told me there is nothing they can do except to book me an other flight for tonight! I had a job interview today at 4pm at Vancouver and this screwed everything! A couple of passenger were nice enough to propose to drive me in town and even helped me to find an hotel because I don't know the area. They even came back later to give me a ride back to the airport (1h drive) but received another notice from Swoop that the evening flight will take off 2 hours later. This is my first mistake with you and I learnt my lesson. Next time I will flight with a real carrier and will read customers reviews before booking anything.",1,1,swoop,Zero customer service,Family Leisure,Trip Verified,1,0,8b49b5a7-8718-4a65-976f-557d163e5134,Boeing,Hamilton,Abbotsford,0,0,0
107132,Swoop,Economy Class,2019-12-31,2019-02-09,0,0,1,Canada,1.0,no,"Hamilton to Abbottsford. Cancelled flight for ""weather"". Only airline to do so. Likely because the flight was under capacity. Will only rebook 7 days out max. App still let us check in this morning. Our hotel $ and hockey tickets for Vancouver. Counter agent in Hamilton laughed in my husband's face when he tried to check in. Nice!",1,1,swoop,Cancelled flight for weather,Family Leisure,Trip Verified,1,0,1cf6584e-b8ea-49b5-9e4e-184071d81688,Airbus,Hamilton,Abbottsford,1,0,0
107135,Swoop,Economy Class,2019-12-31,2019-02-06,0,0,2,Canada,1.0,no,Hamilton to Edmonton with Swoop. They cancelled our flight because they didn’t book a crew. They couldn’t get us onto the next fight so we had to wait 2 days and the people on the phone knew less information than the people at the desk. People on the phone don’t know anything and people at the desk can’t do anything. Horrible experience. I’ll spend a little more next time. And I would understand if it was weather but the lady at the desk let it slip that they don’t have a crew. Of course buddy on the phone said it was weather.,1,1,swoop,Horrible experience,Couple Leisure,Trip Verified,1,0,05d6adb9-e1b8-4eb8-8f2c-f7a359a79938,Boeing,Hamilton,Edmonton,0,0,0
107136,Swoop,Economy Class,2019-12-31,2019-02-06,5,5,5,Canada,1.0,no,"Las Vegas to Hamilton. Extremely disappointed with the service I received leaving Las Vegas on my way home to Toronto. The gentleman who was scanning tickets and passports as we were entering to get on the plane treated us so horribly that I will never use this airline again. My boyfriend had his things scanned, then was patiently waiting out of the way for me to get mine scanned. The man told my boyfriend that he cannot stand there in the rudest and nastiest tone possible. My boyfriend was not even on the way of anyone and was standing off to the side. There were literally 3 people behind us in line. This man basically forced him to board the plane without me. When my boyfriend kindly explained that he was simply just waiting for me for 2 second, the old man cut him off rudely and told him he had to leave regardless. I am disgusted and it honestly ruined my entire trip. I have anxiety on planes and am traumatized getting on them by myself. Having my boyfriend board without me was honestly a terrifying experience for me and was completely unnecessary.",3,2,swoop,Extremely disappointed,Couple Leisure,Trip Verified,5,5,33b463a2-050c-44b3-917a-1861b16451ef,Boeing,Las Vegas,Hamilton,0,0,0
107137,Swoop,Economy Class,2018-12-31,2019-02-02,0,0,4,Canada,8.0,yes,"Halifax to Hamilton. My wife and I have flown with Swoop 6 times and we have never had any of the negative experiences people are talking about. The flights left on time, they arrived on time, checking was fast and efficient,the planes were clean, their staff were friendly. My only comment is that if you are looking for an airline with frills at discount prices, this is not the one for you. If you are looking to get from Point A to B at a reasonable price, so far Swoop is the one for us.",4,5,swoop,Swoop is the one for us,Family Leisure,Not Verified,4,0,afd4b2f3-bb0c-41a9-b3f8-840a84a03688,Boeing,Halifax,Hamilton,1,1,0
107138,Swoop,Economy Class,2019-12-31,2019-02-02,0,0,0,Canada,1.0,no,Edmonton to Abbotsford. Four of us decided to fly with Swoop for the first time. We had a health issue which we explained to swoop and they would not refund or credit (give us a 50 credit each only) our flights back and 5 days later we had four return flights and again would not return anything.,0,0,swoop,would not refund or credit,Family Leisure,Trip Verified,2,0,8020ead2-8bbe-4543-a154-67e5cbdd79fe,Airbus,Edmonton,Abbotsford,0,0,0
107144,Swoop,Economy Class,2019-12-31,2019-02-01,0,0,1,Canada,1.0,no,"Hamilton to Cancun. Worst customer service and corporate follow up imagineable The plane never got off the ground. After boarding, we were held onboard over 3 hours after we were otherwise ready to push back. This isn't clear violation to Swoop's tariff for international flights, which calls for taking passengers off the plane after 2 hours, and offering food and drink after 90 minutes. We were held on board over three hours and refused food and drink. This was after having the flight delayed for more than two hours earlier in the day because the crew needed rest. Ultimately, we are all pulled off the plane and had to wait another hour or so until somebody in Calgary decided whether or not to cancel the flight. Weather conditions ultimately led to the flight, and three other Swoop flights trying to leave Hamilton at the same time. Of course, none of us can control the weather, but an airline can control the customer service it offers its passengers. This is where Swoop failed so miserably. Swoop ground staff had no idea how to handle the situation in front of them effectively. They gave conflicting information. They behaved rudely. they clearly couldn't care less about the individuals involved and the impact it was having on them. Yes, people were upset, but their vacation plans had just been ruined. For the folks working at the airport, this is just their job. Provide customer service and do it well. Well, they didn't do that. on the plane, the flight crew advised us to contact swoops customer service department in Calgary. Of course, anybody who tried to do so immediately learned that Swift customer service in Calgary was closed. Since the cancellation, it has just been a continued serious of frustrations trying to contact and get any kind of satisfaction out of swoop. It might look like you're saving money when you see the Swoop price, but to my mind, it isn't worth the hassle. Don't let them ruin your vacation. I ended up flying on a different airline out of a different airport the morning following the Swoop disaster. Cost me a fortune since I live thousands of miles from Hamilton and had no way to get around easily. But it was worth knowing that I wouldn't have to put up with Swoop again.",3,2,swoop,Worst customer service,Solo Leisure,Not Verified,1,0,458b6b5b-c9c2-49d9-9967-d99a46f2b5b2,Boeing,Hamilton,Cancun,0,0,0
107145,Swoop,Economy Class,2019-12-31,2019-01-31,0,0,5,Canada,9.0,yes,Winnipeg to Edmonton. We have flown Swoop on two different occasions an both times have had a very good experience. Flights were on time maybe off 20 min one time but not a big deal . Customer service at check in was very good an quick as was boarding and on plane. The seats are leather instead of fabric which is much better /cleaner . No hidden fees all right there when you book online you choose if you wanna pay extras but don’t need to. Food an beverages for sale reasonable prices iand you can bring your own if you don’t want to purchase. We ended up sitting together without using the seat selection for the extra cost an could switch seats after take off if we chose as it wasn’t completely full . They also changed people around as it wasn’t full flight to balance out plane an gave everyone more room . All in all I rate swoop 9/10 very good experience.,4,5,swoop,a very good experience,Couple Leisure,Not Verified,5,4,ae83fe34-b7fe-4839-86aa-75f489374a01,Boeing,Winnipeg,Edmonton,1,0,1
107146,Swoop,Economy Class,2019-12-31,2019-01-26,0,0,1,Canada,1.0,no,My birthday weekend trip to Vegas with friends and we missed our flight by 30 minutes they were unaccommodating and would not budge to help us. Refusing to rebook us or refund us anything. We asked to speak with a manager or somebody at a higher level and that is not an option! Very disappointed as this was my birthday present and we were meeting friends in Vegas!,0,0,swoop,missed flight by 30 minutes,Family Leisure,Trip Verified,1,0,f8fb3e96-33d6-4f8d-b151-42aae3c64248,Airbus,Hamilton,Las Vegas,0,0,0
107147,Swoop,Economy Class,2019-12-31,2019-01-21,0,0,1,Canada,1.0,no,Cancun to Hamilton. The airline’s website has declined my credit card (that I was checked with my bank was on and running and has been used the same day to make payments) to pay for my baggage not while checking in online as well as at the airport desk. I was told nothing has been done and I need to lose my bag as no other payment can be accepted. I had to ask a stranger at the airport to pay for me with his credit card as leaving my backpack in the foreign country was not an option. The flight has been over 2 hours delayed.,1,2,swoop,declined my credit card,Solo Leisure,Trip Verified,1,0,fafbea49-49ae-4669-8deb-3a4423bc507c,Airbus,Cancun,Hamilton,1,0,0
107152,Swoop,Economy Class,2018-12-31,2019-01-16,0,4,5,UnitedStates,9.0,yes,"We got an an amazing deal flying out of Las Vegas to Hamilton, Ontario. Dec 23- dec31st 2018. One of those too good to be true deals, so I was really worried it was going to be a terrible flight. Turns out I was wrong! Flight there and back were probably two of the smoothest and most pleasant flying experiences ever! And we have a 3 year old and I was 32 weeks pregnant. I suppose there is a bit of luck to any flying experience. But both flights were on time and we boarded really fast. On the way to Canada it was a very empty flight, so they let everyone rearrange themselves once initial boarding was done and most people got a row to themselves. This was great since it was a red eye. They loved my little girl and gave her all kinds of free food. On the way back we got into our seats and one seat had a ‘do not occupy’ sign on it. So once boarding was over they moved us and they ended up bumping us up to premium economy! We just brought a backpack each and checked one bag. If you pay for your check bag in advance it is cheaper. I believe if you check it at the airport it’s $70 and only $50 if you do it in advance online. Overall super pleased, would fly with them again.",4,4,swoop,Overall super pleased,Family Leisure,Not Verified,5,0,8f3e4419-62c6-4e97-bc01-9405ce924485,Airbus,Las Vegas,Hamilton,1,1,1
107153,Swoop,Economy Class,2019-12-31,2019-01-15,0,0,2,Canada,2.0,no,"Hamilton to Edmonton. I have to say I am none too impressed. The flight is cheap but the it all begins. 1 bag $45.20 then its another $45.20 for a carry on, then it $14.00/seat whether you want it or not. Extra after extra, all befor you get on the flight. By the time your done you could have booked with a normal airline for the same cost.",2,3,swoop,I am none too impressed,Solo Leisure,Not Verified,2,0,345fafdf-42cc-4d40-9cc4-a921ec2182ec,Boeing,Hamilton,Edmonton,0,0,0
107154,Swoop,Economy Class,2019-12-31,2019-01-11,1,1,1,Canada,1.0,no,"Abbotsford to Las Vegas. The prices is misleading , first they dont allow any Cabin bags and the ticket price doesnt include any Carry on bag and they charge too much for it ($70 for round trip 23K bag) , also they assign a middle seat only and if I need to change it to aisle or window seat I have to pay ($50 round trip ) even they dont allow you to change your seat at the check in counter even they have availability on the plane. It is the worst customer service and I will never fly with it again.",1,1,swoop,worst customer service,Solo Leisure,Trip Verified,1,1,fdb14eb3-6942-4742-818e-9e1394e25f11,Airbus,Abbotsford,Las Vegas,0,0,0
107155,Swoop,Economy Class,2019-12-31,2019-01-09,0,0,1,Canada,2.0,no,WestJet should be totally embarrassed about launching Swoop. I booked a flight and I needed to cancel it more than 24 hours before the flight time. I first tried to get hold of them and following the prompts I tried to sign in but apparently either my password or my email address was incorrect. After a couple of attempts I tried to reset my password. No reply. So I try again. I check my email again. No reply. I try a different email. I check my email again. Still no reply. So it's time to contact customer service. After about 20 minutes of trying to figure out their site and of course there's no email address and the phone number is not easily found. I see that they are not open at 5:30 p.m. on a Sunday. For the last couple of days I've been trying to contact them during business hours but of course they put me on hold for ridiculous periods of time. That seems to be their way of doing business. They take your money immediately no problem with that. Try to get some back and they just wear you down until you give up on it. They obviously don't want me as a customer so if they read this why don't you just give me some kind of a refund and I promise I will go away and never use you again. After all I tried Flair as well and they are very receptive even when I have a problem but it was more convenient for me to fly to Hamilton or so I thought. Big mistake using Swoop. Save yourself the frustration.,0,0,swoop,I needed to cancel it,Business,Trip Verified,1,0,18a0dda0-23c9-4e0a-9bb5-0759cd68fc6a,Boeing,Winnipeg,Hamilton,0,0,0
107160,Swoop,Economy Class,2019-12-31,2019-01-09,5,0,4,Canada,9.0,yes,"Edmonton to Hamilton. I am a resident of Ontario but working in Edmonton. I have flown with Swoop Airline 3 times now on October 5, December 7 and December 28 round trips from Edmonton to Hamilton, all flights departed on-time and landed on-time or little earlier. The cabin crews were excellent, courteous, helpful. The check-in was quick and done online, the staff at check-in counters and  gates  also very helpful and courteous, the Swoop Apps is very good to enjoy the entertainment on flight. The only negative point is the too much charging on the carry-on and checked baggage. The leg room in economy is okay and not very good. I will fly with Swoop for the domestic and US destinations and will recommend to the family and friends.",3,5,swoop,"excellent, courteous, helpful",Solo Leisure,Trip Verified,4,5,718f3cdf-2562-4a67-99c0-541a22fd4212,Boeing,Edmonton,Hamilton,1,1,1
107161,Swoop,Economy Class,2019-12-31,2019-01-08,0,0,1,Canada,2.0,no,"Edmonton to Winnipeg. What a joke! Was supposed to leave around 9am, then delayed to noon and then to 4:35 pm. Loaded us around 4:50 pm and after about 20 minutes of being loaded they announce another delay because they are waiting for a replacement crew member because of rest time needed by the previous crew member. They had all day to figure this out and now at 5:38 pm, the replacement finally showed up. But they did offer us a small glass of water while we waited. People wanted to switch to empty seats while waiting and stewardesses said that they could not because they empty seats had extra leg room and that costs more. I finally heard an apology for the delay over the p.a. While she laughed that we will be leaving real shortly. Flair was scheduled to fly at 5pm (not delayed) and they boarded before us and will probably be there before we take off. 5:50pm finally closed plane door.",3,2,swoop,What a joke,Solo Leisure,Trip Verified,1,0,886f2b81-a0ed-4e15-8e25-cd56fc495ddf,Airbus,Edmonton,Winnipeg,0,0,0
107162,Swoop,Economy Class,2019-12-31,2019-01-08,1,1,1,Canada,2.0,no,"We were flying from Abbotsford to Edmonton at 10 pm Thursday. Around 9:30pm we are told due to crosswinds plane can not land and has to go to Kelowna to refuel and will fly from there after refueling. Around midnight we are told our plane still hasn’t taken off from Kelowna and will let us know when it does. Around 12:30 am we are told our plane has finally taken off and we will be on our way in about an hour. Plane lands and we patiently await boarding our plane. Half hour into still waiting we finally hear that our flight has been rescheduled to tomorrow because the aircraft crew has worked their maximum hours for the day. There was so much anger amongst passengers. Everyone furious as to why we weren’t told of possibility of flight being cancelled when plane was in Kelowna. It could have saved hours of our time. It’s 2 am and We are told to go home and check email in morning for new flight time which ended up being 1pm and even that flight was delayed by another half hour. No one was reimbursed for any of the costs incurred due to ordeal(parking, cab fares, hotel costs...) I fly frequently on average of 10 x year for last 12 years and this was the worst experience I ever had. Major lack of communication and professionalism on how to handle the situation. Will never fly with them again! Will stick with Flair Air.",1,1,swoop,never fly with them again!,Couple Leisure,Trip Verified,2,1,98084269-f10e-4222-933b-2000d60af832,Boeing,Abbotsford,Edmonton,0,0,0
107163,Swoop,Economy Class,2018-12-31,2019-01-07,0,0,4,Canada,10.0,yes,"Hamilton to Abbotsford. Excellent low-cost airline, with everything expected. Flights on time, attendants courteous and professional, and business model saving me a lot of money. The allowance of the free person item is actually very generous.",5,5,swoop,Excellent low-cost airline,Solo Leisure,Trip Verified,5,0,1e9f3435-5012-46b0-aa56-84f9acd33e9a,Boeing,Hamilton,Abbotsford,1,1,1
107168,Swoop,Economy Class,2019-12-31,2019-01-05,2,1,1,Canada,1.0,no,Abbotsford to Las Vegas. The plane was supposed to leave at 1:15pm ended up leaving after 7pm. We were only updated about the first delay after most people had arrived at the airport. The plane hit a coyote on the run way as it came in for a landing so that pushed the already delayed flight even further. No courtesies were given and updates were very rare. With the power out at the airport we were literally left in the dark.,2,3,swoop,No courtesies were given,Couple Leisure,Trip Verified,1,2,4e750317-de11-4ccc-9a37-fdd7edcc2155,Airbus,Abbotsford,Las Vegas,0,0,0
107169,Swoop,Economy Class,2019-12-31,2019-01-05,1,1,1,Canada,1.0,no,"Winnipeg to Edmonton. Thought I would give Swoop a try and I must say I will never do that again. My flight has been delayed 7 hours and no reason why. It is not the weather for certain. Now this will totally screw up my car rental, hotel rental and driving plans when I get to Edmonton. I would love to simply cancel and get a refund so I can book another flight but that is not an option now. My suggestion for anyone planning to use this airline (WestJet company) to save yourself the aggravation unless you do not mind being delayed by hours upon hours and nickle and dimed for everything including a carry on. Beyond frustrated with this airline.",1,1,swoop,Beyond frustrated with this airline,Solo Leisure,Not Verified,1,1,2f0ce131-f99b-4533-b5cc-869eabb09ef2,Boeing,Winnipeg,Edmonton,0,0,0
